Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (ﾀ),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
05/01/2010,"122 KINGSBRY, MAYNOOTH",,Kildare,"ﾀ220,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2010,"13  Slievemore Apartments, Dugort, Achill",,Mayo,"ﾀ120,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2010,"134 longboat quay north, sir john rogersons quay",Dublin 2,Dublin,"ﾀ225,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
05/01/2010,"14 beaufield grove, maynooth",,Kildare,"ﾀ190,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/01/2010,"14 CASTLE COURT, BIRR",,Offaly,"ﾀ110,132.15",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2010,"15 spence, villas, glengear",,Dublin,"ﾀ1,600,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2010,"153 Beechpark, Leixlip",,Kildare,"ﾀ265,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2010,"2 Hybrasil Court, Circular Road, Galway",,Galway,"ﾀ370,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2010,"24 Garran Na Coille, Claureen, Co Clare",,Clare,"ﾀ390,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2010,"2. tulach ard, rahardrum, virginia",,Cavan,"ﾀ145,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/01/2010,"3 castle court, birr",,Offaly,"ﾀ154,185.02",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2010,"3 Myrtle Square, The Coast, Baldoyle",Dublin 13,Dublin,"ﾀ265,198.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2010,"34 Fan Glas, Kilmeaden",,Waterford,"ﾀ238,675.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/01/2010,"35 Charnwood Heath, Clonsilla, Dublin 15",,Dublin,"ﾀ297,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2010,"4 CASTLE COURT, BIRR",,Offaly,"ﾀ154,185.02",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2010,"5 CASTLE COURT, BIRR",,Offaly,"ﾀ154,185.02",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2010,"6 Clonasleigh Lane, Shankill",,Dublin,"ﾀ415,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2010,"62 Ardkill Place, Ballinagh",,Cavan,"ﾀ120,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2010,"66 Villa Park Gardens, Navan Road",,Dublin,"ﾀ410,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2010,"8 Silverview, Nenagh",,Tipperary,"ﾀ90,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2010,"87 MANGERTON RAOD, DRIMNAGH",Dublin 12,Dublin,"ﾀ182,556.12",No,No,Second-Hand Dwelling house /Apartment,
05/01/2010,"9 Temple Manor Drive, Walkinstown, Dublin 12",Dublin 12,Dublin,"ﾀ300,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2010,"Apt 1 Linden Court, Blackrock",,Dublin,"ﾀ395,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2010,"Ballinvarrig, Youghal",,Cork,"ﾀ300,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2010,"Boolard, Dromina, Charleville",,Cork,"ﾀ44,820.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/01/2010,"Gortalia, Kilcar, Co. Donegal",,Donegal,"ﾀ310,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/01/2010,"No 8 Ros Mhuire, Crobally Upper, Tramore",,Waterford,"ﾀ219,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2010,"Shanakill, Waterford",,Waterford,"ﾀ100,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2010,"The Lamb Manor, Manor Kilbride, Blessington",,Wicklow,"ﾀ351,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2010,"Unit 406 Bridgewater Quay, Bridgewater Centre, Arklow",,Wicklow,"ﾀ198,237.87",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2010,"11 Glasheen Park, Magazine Road, Cork",,Cork,"ﾀ265,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"11 Tritonville Court, Sandymount",Dublin 4,Dublin,"ﾀ684,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"122 Leargan, Ballymoneen West, Galway",,Galway,"ﾀ198,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2010,"17 Primrose Court, Forest Hill, Carrigaline",,Cork,"ﾀ207,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2010,"18 Earlsfort Court, Lucan, Co. Dublin",,Dublin,"ﾀ280,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"19 Rahin Road, Ballylinan, Co. Laois",,Laois,"ﾀ130,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"21  Richmond Estate, Blackrock",,Cork,"ﾀ375,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"25 Markievicz Heights, Sligo",,Sligo,"ﾀ227,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"253 Bru na Gruadan, Castletroy",,Limerick,"ﾀ180,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2010,"31 Gledswood Park, Clonskeagh, Dublin 14",,Dublin,"ﾀ385,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"4 Swangate, Athenry",,Galway,"ﾀ222,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"547 The Heron, Jacobs Island, Cork",,Cork,"ﾀ200,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"58 Palmer Park, Ballyboden, Rathfarnham",,Dublin,"ﾀ250,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"6  MORNINGTON MANOR CLOSE, MORNINGTON",,Meath,"ﾀ245,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"60 oriel Cove, clogherhead",,Louth,"ﾀ100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"67 Pearse Road, Graiguecullen, Carlow",,Carlow,"ﾀ120,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"68 Coillte Mhuirlinne, Ballybane, Galway",,Galway,"ﾀ148,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"73 Woodlands Park, Lamberton, Arklow",,Wicklow,"ﾀ175,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"79 Cardinal Court, Wilton, Cork",,Cork,"ﾀ245,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"8 DDereen Drive, Wicklow Town, Co Wicklow",,Wicklow,"ﾀ335,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"84 Castleland Park View, Balbriggan",,Dublin,"ﾀ325,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2010,"85 The Orchards, Ballincubby, Kinsale",,Cork,"ﾀ220,263.42",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2010,"9 Colthurst Green, Huntington Glen, Lucan",,Dublin,"ﾀ228,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"99 Fountain Hill, Mell, Drogheda",,Louth,"ﾀ115,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"Ardmelode, Miltown",,Kerry,"ﾀ130,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"Ballydaly Lower, Millstreet",,Cork,"ﾀ190,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"Caherfinisker, Craughwell",,Galway,"ﾀ350,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"Carrowntarrir, Dysart, Roscommon",,Roscommon,"ﾀ161,500.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
06/01/2010,"Curragraigue, Blennerville, Tralee",,Kerry,"ﾀ265,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"Curragraigue, Blennerville, Tralee",,Kerry,"ﾀ265,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"Garravogue, Prosperous",,Kildare,"ﾀ70,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"Hilltown, Buncrana",,Donegal,"ﾀ135,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"Killeen, Newport",,Tipperary,"ﾀ110,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"No 3 Walnut Close, Foxburrow, Portlaoise",,Laois,"ﾀ120,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2010,"Rosenarra, Blarney Road",,Cork,"ﾀ357,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"Rusheenamanagh, Carna",,Galway,"ﾀ149,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2010,"Scrine, Athleauge, Co. Roscommon",,Roscommon,"ﾀ195,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
06/01/2010,"The Lambe, Manor Kilbride",,Wicklow,"ﾀ470,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"102 Ryevale lawns, Leixlip, Co. Kildare",,Kildare,"ﾀ362,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"12  Woodlawn, Brigown, Mitchelstown",,Cork,"ﾀ200,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"121 Medebawn, Long Avenue, Dundalk",,Louth,"ﾀ237,885.46",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
07/01/2010,"15 Griffith Drive, Finglas East",Dublin 11,Dublin,"ﾀ183,927.15",Yes,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"16 Abeyvill, Clare Road, Ennis",,Clare,"ﾀ245,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"16 Landscape Gardens, Churchtown",Dublin 14,Dublin,"ﾀ515,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"19 Ard Michael, Ballinalee Road",,Longford,"ﾀ151,876.65",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2010,"22 The Green Moyglare Hall, Moyglare Road, Maynooth",,Kildare,"ﾀ323,237.88",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2010,"24 Drimnagh Road, Drimnagh, Dublin 12",,Dublin,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"26 Castlemartin Close, Bettystown",,Meath,"ﾀ204,200.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2010,"32 Griffeen Glen Avenue, Lucan",,Dublin,"ﾀ137,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"37  The Moorings, Skibbereen",,Cork,"ﾀ190,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"37 Castle Court, Killiney Hill Road, Killiney",,Dublin,"ﾀ272,500.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"39B Elm Vale Avenue, Sarsfield Road, Wilton",,Cork,"ﾀ185,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"40 Ardkill Place, Garrymore, Ballinagh",,Cavan,"ﾀ114,537.44",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
07/01/2010,"5 Shallee Drive, Cloughleigh, Ennis",,Clare,"ﾀ105,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"7 moyclare avenue, baldoyle",Dublin 13,Dublin,"ﾀ152,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"Annagh, Killena, Gorey",,Wexford,"ﾀ45,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"Carricknamanna, Killygordan",,Donegal,"ﾀ150,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"Parkview, Emly",,Tipperary,"ﾀ186,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"Scarteen Lower, Newmarket",,Cork,"ﾀ210,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"Unit 55  Heathfield Park, Heathfield, Cappagh Road  Finglas",,Dublin,"ﾀ289,950.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2010,"109 Dowland Road, Walkinstown",Dublin 9,Dublin,"ﾀ251,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"11  Daneswood, Donnybrook, Douglas",,Cork,"ﾀ242,290.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2010,"11 Cherryvalley Green, Rathmolyon",,Meath,"ﾀ176,167.40",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2010,"11 Shrewsbury, Kilconny, Belturbet",,Cavan,"ﾀ135,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
08/01/2010,"11 Sylvan Park, Letterkenny",,Donegal,"ﾀ197,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"12 Seven Springs, Newbridge",,Kildare,"ﾀ365,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"14 Castleview Park, Malahide",,Dublin,"ﾀ620,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"14 ST. AONGHUS ROAD, TALLAGHT",Dublin 24,Dublin,"ﾀ220,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"15 Beechdale Place, Ballycullen",Dublin 24,Dublin,"ﾀ298,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"15 deselby lawns, blessington road",Dublin 24,Dublin,"ﾀ220,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"15 Holywell Way, Sea Road, kilcoole",,Wicklow,"ﾀ332,533.03",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2010,"15 The Paddocks, Ballybrit, Galway",,Galway,"ﾀ245,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"19 Crestwood Avenue, Ashbourne",,Meath,"ﾀ240,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"19 Westbrook Court, Midleton",,Cork,"ﾀ212,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"2  Chestnut Drive, Cluain Ard, Cobh",,Cork,"ﾀ156,828.19",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2010,"2 Castlegate House, Adamstown",,Dublin,"ﾀ195,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2010,"2 Ignatius Street, Waterford",,Waterford,"ﾀ75,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"2 Lana Croke, Dualla, Cashel",,Tipperary,"ﾀ149,780.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2010,"21 Charnwood Gardens, Clonsilla",Dublin 13,Dublin,"ﾀ210,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"21 Maple Avenue, Castleknock",Dublin 15,Dublin,"ﾀ359,700.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"216 The Grove, Celbridge, Co. Kildare",,Kildare,"ﾀ250,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"22 Grangeview Road, Clondalkin",Dublin 22,Dublin,"ﾀ200,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"23 CAISEAL UR, OLD RAHOON ROAD, GALWAY",,Galway,"ﾀ265,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"24 abbey park, killester avenue",Dublin 5,Dublin,"ﾀ275,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"26 Sandyford Hall Park, Sandyford",Dublin 18,Dublin,"ﾀ467,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"27 Malton Park, Coolattin Road, Carnew",,Wicklow,"ﾀ130,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2010,"27 North  Priory, Navan Road",,Dublin,"ﾀ302,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"28  Temple Manor, Balllinacarrow, Co. Sligo",,Sligo,"ﾀ200,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
08/01/2010,"29 Sycamore Drive, Kingswood Heights",Dublin 24,Dublin,"ﾀ325,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"3 Elm Drive, Athlumney Woods, Navan",,Meath,"ﾀ180,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"30 Suncrest, Clarinwood, Tramore",,Waterford,"ﾀ171,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"32 Connolly Street, Arklow",,Wicklow,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"36 Broadford Lawns, Ballinteer, Dublin 16",,Dublin,"ﾀ375,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"38 ellensborough copse, kiltipper, dublin",Dublin 24,Dublin,"ﾀ290,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"4 Chancery Park, Cloncollig, Tullamore",,Offaly,"ﾀ155,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"4 Streamville Close, Donaghmeade, Dublin 13",Dublin 13,Dublin,"ﾀ221,000.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2010,"41 Cedar Park, Leixlip",,Kildare,"ﾀ245,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"41 Powerstown Way, Clonmel",,Tipperary,"ﾀ332,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
08/01/2010,"44 Bayside Walk, Sutton",Dublin 13,Dublin,"ﾀ330,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"46 The Rise, Meadowvale, Arklow",,Wicklow,"ﾀ281,479.80",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2010,"58 Castlewood Park, Little Island",,Cork,"ﾀ250,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"58 Castlewood Park, Little Island",,Cork,"ﾀ250,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"581 Woodview Cottages, Rathfarnham, Dublin 14",,Dublin,"ﾀ352,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"62 Watson Road, Killiney",,Dublin,"ﾀ525,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"64 The Way, Hunters Road, Clonee",,Dublin,"ﾀ220,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"67 BELMAYNE PARK, NORTH BELMAYNE, BALGRIFFIN",,Dublin,"ﾀ286,334.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2010,"6, GLEANN RUA, BALLYGARVAN",,Cork,"ﾀ250,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"7 Eden Grove, Donabate",,Dublin,"ﾀ285,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"7 Roebuck Drive, Perrystown, Dublin 12",,Dublin,"ﾀ284,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"74 Oak Road, Donnycarney, Dublin 9",,Dublin,"ﾀ310,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"75 Lower Beechwood Avenue, Ranelagh",,Dublin,"ﾀ820,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"8  Cois Cuain, Whitegate",,Cork,"ﾀ249,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"8 Ash Road, Fota Rock, Carrigtwohill",,Cork,"ﾀ185,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"9 SUNDALE MEADOWS, MOUNTAINVIEW, TALLAGHT",Dublin 24,Dublin,"ﾀ153,000.00",No,No,Second-Hand Dwelling house /Apartment,
