Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (ﾀ),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
05/01/2015,"243 SEAPARK, MALAHIDE, DUBLIN",Dublin 3,Dublin,"ﾀ740,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"25 Kilcaragh Lawn, Lixnaw",,Kerry,"ﾀ97,850.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2015,"25 NEW ROW SQ, NEW ROW SOUTH, DUBLIN 8",Dublin 8,Dublin,"ﾀ270,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"26 COILL FUINNSEOGHE, ST CONLONS ROAD, NENAGH",,Tipperary,"ﾀ90,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"2892 SAINT PATRICK'S PARK, KILL, CO. KILDARE",,Kildare,"ﾀ125,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"29 FOXHILLS, LETTERKENNY, DONEGAL",,Donegal,"ﾀ79,100.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"29 Longfield Point, Cashel Road, Clonmel",,Tipperary,"ﾀ160,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
05/01/2015,"2A WILLIAM ST, PORTLAW, WATERFORD",,Waterford,"ﾀ50,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"3  Lakeland Close, Swellan Lower, Cavan",,Cavan,"ﾀ79,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2015,"3 LOURDES SQ, DROGHEDA, LOUTH",,Louth,"ﾀ80,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"31 Ard Na Greine, Kilnagurteen, Macroom",,Cork,"ﾀ160,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"32 ANNSFIELD WOODS, BAYLOUGH, ATHLONE",,Westmeath,"ﾀ120,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"35 Abbeyfield, Ballitore",,Kildare,"ﾀ105,726.87",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/01/2015,"35 BROOKHURST, COLLINS AVE, WATERFORD",,Waterford,"ﾀ160,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"38 MEADOWBANK, BAILE NA DEISE, WATERFORD",,Waterford,"ﾀ61,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"4 OAKLANDS, LONGFORD",,Longford,"ﾀ59,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"40 ORMOND RD, RATHMINES, DUBLIN",Dublin 6,Dublin,"ﾀ1,145,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"42 The Courtyard, Clonsilla",Dublin 15,Dublin,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"5 MARYBOROUGH HEIGHTS, MARYBOROUGH HILL, DOUGLAS",,Cork,"ﾀ250,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"5 SEXTON ST, ABBEYSIDE, DUNGARVAN",,Waterford,"ﾀ65,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"61 CHARLEMONT, GRIFFITH AVE, DUBLIN 9",Dublin 9,Dublin,"ﾀ557,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"62 Brackernagh, Ballinasloe",,Galway,"ﾀ27,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"62A Brackernagh, Ballinasloe",,Galway,"ﾀ27,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"65 MALTON HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER DUBLIN 1",Dublin 1,Dublin,"ﾀ345,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"71 MARLAY VIEW, BALLINTEER AVE, BALLINTEER DUBLIN 16",Dublin 16,Dublin,"ﾀ295,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"72 KING ST, WEXFORD, WEXFORD",,Wexford,"ﾀ82,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"9 ERRIS GARDENS, CROSSMOLINA, MAYO",,Mayo,"ﾀ40,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"93 NEW STREET, BALLINROBE, COUNTY MAYO",,Mayo,"ﾀ57,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"97 JOLLY MARINER, COOSAN RD, ATHLONE",,Westmeath,"ﾀ145,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"Abbotsford, Brighton Road, Foxrock",Dublin 18,Dublin,"ﾀ1,739,391.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"ARD NA GREINE, CLONROADMORE, ENNIS",,Clare,"ﾀ165,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"BALLINAPARK, BALLYGLUNIN, TUAM",,Galway,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"BOHERCROWE, LIMERICK RD, TIPPERARY TOWN",,Tipperary,"ﾀ150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"CREEVAGHY, CLONES, MONAGHAN",,Monaghan,"ﾀ30,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"DICKSGROVE, CURROW, KILLARNEY",,Kerry,"ﾀ125,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"DOUGHMAKEON, LOUISBURGH, CO MAYO",,Mayo,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"DRUMGILL, DRUMCONRATH, CO MEATH",,Meath,"ﾀ140,969.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"G120 BRU NA SIONNA, SHANNON, CLARE",,Clare,"ﾀ65,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"HARBOUR LIGHTS, BALLINCAR, SLIGO",,Sligo,"ﾀ225,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"KNOCKMASCAHILL, CREGGS, CO GALWAY",,Galway,"ﾀ75,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"KNOCKROE, CASTLEREA, CO ROSCOMMON",,Roscommon,"ﾀ48,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"NAVAN GATE, TRIM, MEATH",,Meath,"ﾀ100,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"no 1 melview glen, knockawalky, longford",,Longford,"ﾀ185,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2015,"NO 22 HAWTHORNE DRIVE, CABRA ROAD, THURLES",,Tipperary,"ﾀ52,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"OLD GORT ROAD, ENNIS, CO. CLARE",,Clare,"ﾀ78,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"Rose Cottage, Newcastle, Oldcastle",,Meath,"ﾀ110,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2015,"The Grange, 1 and 2 FITZWILLIAM PLACE NORTH, DUBLIN 7",Dublin 7,Dublin,"ﾀ354,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"1 Derravaragh Mews, Coole Road, Castlepollard",,Westmeath,"ﾀ64,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"1 PARNELL RD, ENNISCORTHY, WEXFORD",,Wexford,"ﾀ75,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"10 ORIEL COVE, CLOGHERHEAD, LOUTH",,Louth,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"104 ASHFIELD, LETTERKENNY, COUNTY DONEGAL",,Donegal,"ﾀ75,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"108 RATHLIN HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER",Dublin 1,Dublin,"ﾀ310,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"11 SHERWOOD, POLLERTON BIG, CARLOW",,Carlow,"ﾀ130,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"116 Arraview, Newcastle West, Co. Limerick",,Limerick,"ﾀ33,480.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
06/01/2015,"119 Lwr Churchtown Rd, Dundrum",,Dublin,"ﾀ371,999.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"126 KILMACUD ROAD LOWER, STILLORGAN",,Dublin,"ﾀ620,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"127 THORNFIELD SQUARE, WATERY LANE, CLONDALKIN",,Dublin,"ﾀ90,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"13 CROFTWOOD GARDENS CHERRY ORCHARD, DUBLIN 10, DUBLIN",Dublin 10,Dublin,"ﾀ20,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"13 KILLELINE HEIGHTS, NEWCASTLE WEST, LIMERICK",,Limerick,"ﾀ90,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"146 GLEANN NA RI, VALLEY AVE, DRUID VALLEY DUBLIN 18",Dublin 18,Dublin,"ﾀ212,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"15 VILLAGE SQUARE, GLASLOUGH, CO MONAGHAN",,Monaghan,"ﾀ120,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"158 Castlemoyne, Balgriffin",Dublin 13,Dublin,"ﾀ462,555.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
06/01/2015,"16 clashlehane, ballinorig, tralee",,Kerry,"ﾀ134,801.76",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
06/01/2015,"16 Sli Leag Ard, Miltown Malbay",,Clare,"ﾀ36,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2015,"16 THE CONIFERS, CASTLETROY, LIMERICK",,Limerick,"ﾀ130,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"17 Sli Leag Ard, Miltown Malbay",,Clare,"ﾀ36,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2015,"180  St. Margarets Road, Hampton Wood",Dublin 11,Dublin,"ﾀ160,352.43",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2015,"2 ABBEY STREET, ARKLOW, CO. WICKLOW",,Wicklow,"ﾀ50,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"2 BALLYBANE NEIGHBOURHOOD VILLAGE, CASTLEPARK RD, BALLYBANE",,Galway,"ﾀ75,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"2 CHALFONT PARK, MALAHIDE, DUBLIN",,Dublin,"ﾀ695,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"2 ISLAND RD, ENNISCORTHY, WEXFORD",,Wexford,"ﾀ35,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"2 PIG LANE, TININAIRE, EDGEWORTHSTOWN",,Longford,"ﾀ108,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"20 MOUNT GARRETT AVE, TYRELLSTOWN, DUBLIN 15",Dublin 15,Dublin,"ﾀ210,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"20 PROSPECT GROVE, PROSPECT MANOR, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,"ﾀ450,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"209 LARCHVILLE, WATERFORD CITY, WATERFORD",,Waterford,"ﾀ67,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"21 AUBURN HOUSE, RATHMINES PARK, DUBLIN 6",Dublin 6,Dublin,"ﾀ290,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"22 OLDTOWN, CAVAN",,Cavan,"ﾀ65,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"23 BEACHSIDE AVE, RIVERCHAPEL, WEXFORD",,Wexford,"ﾀ95,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"233 PACE RD, LITTLE PACE PADDOCKS, CLONEE DUBLIN 15",Dublin 15,Dublin,"ﾀ255,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"24 GRANGE PARK CRESCENT, RAHENY, DUBLIN",Dublin 5,Dublin,"ﾀ310,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"26 DODDER VIEW COTTAGES, BALLSBRIDGE, DUBLIN",Dublin 4,Dublin,"ﾀ400,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"26 RIDGEWOOD SQ, FOREST RD, SWORDS",,Dublin,"ﾀ205,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"27 CLYBAUN COURT, CLYBAUN RD, KNOCKNACARRA",,Galway,"ﾀ220,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"27 NORBITON HILL, RAHEEN, LIMERICK",,Limerick,"ﾀ200,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"3 BEACH ROAD, PASSAGE WEST, CO.CORK",,Cork,"ﾀ42,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"3 CROCK NA MURLEOG, DOWNINGS, DONEGAL",,Donegal,"ﾀ180,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"3 CUIL FEARNA, MULLINARY, CARRICKMACROSS",,Monaghan,"ﾀ72,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"3 HOLLYVILLE COURT, FRANCIS ST, WEXFORD",,Wexford,"ﾀ70,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"3 JAMES ST, MITCHELSTOWN, CORK",,Cork,"ﾀ107,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"3 Knockeven Avenue, Rushbrooke, C�bh",,Cork,"�246,696.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
06/01/2015,"3 WILLIAM O'BRIEN TERRACE, BARRACK STREET, KINSALE",,Cork,"ﾀ141,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"32 THE CHANDLER, ARRAN QUAY, DUBLIN 7",Dublin 7,Dublin,"ﾀ100,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"38 FERNWOOD CRESCENT, LEHANEBEG, TOGHER",,Cork,"ﾀ225,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"39 GLEANN NOININ, COLLEGE RD, GALWAY",,Galway,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"4 Belleek Manor, Ballina",,Mayo,"ﾀ269,164.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2015,"4 DAINGEAN RD, TULLAMORE, OFFALY",,Offaly,"ﾀ187,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"40 ADAIR, SANDYMOUNT AVE, DUBLIN 4",Dublin 4,Dublin,"ﾀ335,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"44 CROYDON GREEN, MARINO, DUBLIN 3",Dublin 3,Dublin,"ﾀ365,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"44 MOUNT PLEASANT SQUARE, RANELAGH, DUBLIN 6",,Dublin,"ﾀ1,045,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"5 Railway Gardens, Station Road, Lismore",,Waterford,"ﾀ145,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2015,"5 Seachnall Abbey, Dunshaughlin",,Meath,"ﾀ330,396.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2015,"511 VANTAGE EAST, CENTRAL PARK, LEOPARDSTOWN DUBLIN 18",Dublin 18,Dublin,"ﾀ340,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"53 ARRA VIEW, RATHNENEAKE, NEWCASTLEWEST",,Limerick,"ﾀ130,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"54 COLLEGE WOOD MANOR CLANE, KILDARE",,Kildare,"ﾀ136,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"6 CURRAGH HALL RD, TYRRELSTOWN, DUBLIN 15",Dublin 15,Dublin,"ﾀ188,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"6 Evergreen Close, Everygreen Street, Cork",,Cork,"ﾀ145,374.44",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2015,"6 RIVERSIDE APTS, NEWBRIDGE ST, BIRR",,Offaly,"ﾀ50,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"6 Sli Leag Ard, Miltown Malbay",,Clare,"ﾀ36,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2015,"60A DOUGLAS ST, CORK, CORK",,Cork,"ﾀ220,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"62 GRANGE VILLAGE, MULLINGAR, WESTMEATH",,Westmeath,"ﾀ40,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"67 GALLOWS HILL, ENNIS, CLARE",,Clare,"ﾀ105,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"69 ARDSHANAVOOLY, KILLARNEY, KERRY",,Kerry,"ﾀ125,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"6A Church Street, Finglas, Dublin 11",Dublin 11,Dublin,"ﾀ160,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"7 PLUNKETT TERRACE, COBH, CORK",,Cork,"ﾀ50,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"7 Sli Leag Ard, Miltown Malbay",,Clare,"ﾀ36,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2015,"73 MEADOWBANK, BAILE NA NOEBE, CORK RD",,Waterford,"ﾀ80,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"75  THE HAWTHORNS, CARRAROE, SLIGO",,Sligo,"ﾀ153,692.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2015,"8 LAMBAY, LAMBAY, KILBRIDE",,Meath,"ﾀ273,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"8 Sli Leag Ard, Miltown Malbay",,Clare,"ﾀ36,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2015,"84 ST JOHNS WOOD, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"ﾀ240,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"9 0BRIENS PLACE, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,"ﾀ260,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"9 BALLYRAINE PARK, LETTERKENNY, DONEGAL",,Donegal,"ﾀ93,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"9 BROOKVILLE AVE, CLAREVIEW, LIMERICK",,Limerick,"ﾀ150,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"9 MONTEVERDI GREEN, FARMLEIGH, DUNMORE RD",,Waterford,"ﾀ150,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"93 Alderwood, Carrickmacross, Co Monaghan",,Monaghan,"ﾀ140,969.16",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2015,"94 DROIM LIATH COLLINS LANE, TULLAMORE, OFFALY",,Offaly,"ﾀ131,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"ACORN VILLAS, MILL RD, KILLARNEY",,Kerry,"ﾀ370,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"Apartment 12, South Channel Court, 26/28 South Terrace",,Cork,"ﾀ95,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"APARTMENT 13 MOUNTGORRY WOOD, MALAHIDE ROAD, SWORDS",,Dublin,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"Apartment 15, South Channel Court, 26/28 South Terrace",,Cork,"ﾀ95,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"APT. 2 - BLOCK 5, WOODFORD MEADOWS, BALLYCONNELL",,Cavan,"ﾀ27,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"BALLINELLARD, BLACKWATER, WEXFORD",,Wexford,"ﾀ85,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"Ballybrehoney, Claremorris",,Mayo,"ﾀ15,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"BEUMONT, CARRICK RD, CONABURY",,Monaghan,"ﾀ50,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"BRACKLUIN, CASTLETOWNBERE, COUNTY CORK",,Cork,"ﾀ132,250.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"CARNAMADDY, CREESLOUGH, CO DONEGAL",,Donegal,"ﾀ37,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"CARROWMORE, GLENTOGHER, CARNDONAGH",,Donegal,"ﾀ25,627.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"CASTLEKEELY, CARAGH NAAS, KILDARE",,Kildare,"ﾀ230,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"CLOONLEE, BALLINLOUGH, CASTLEREA",,Roscommon,"ﾀ66,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"Cosy Cottage, Clogga, Arklow",,Wicklow,"ﾀ87,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"CULLEENMORE, GRANARD, LONGFORD",,Longford,"ﾀ77,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"CUSHINA LODGE, CUSHINA, PORTARLINGTON",,Offaly,"ﾀ137,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"DOORTHY, ROSCOMMON, ROSCOMMON",,Roscommon,"ﾀ30,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"DUINCH, HOLLYSTOWN, DUBLIN 15",Dublin 15,Dublin,"ﾀ800,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"Frehanes, Rosscarbery",,Cork,"ﾀ127,500.00",No,No,Second-Hand Dwelling house /Apartment,
