Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (ﾀ),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
03/01/2012,"8 O'Mahony's Square, Great William O'Brien Street, Blackpool",,Cork,"ﾀ85,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2012,"Ballyoughna, Ballygarrett, Gorey",,Wexford,"ﾀ129,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2012,"Ballywalter, Shanballymore, Mallow",,Cork,"ﾀ270,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2012,"Carrownea, Woodlawn, Ballinasloe",,Galway,"ﾀ8,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
03/01/2012,"Cloneen, Moyvore",,Longford,"ﾀ34,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2012,"Corhownagh, Ballisodare",,Sligo,"ﾀ117,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2012,"Delvin North, Louisburgh",,Mayo,"ﾀ70,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2012,"Gortahoonig, Muckross, Killarney",,Kerry,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2012,"Killarkin, Carrick on Shannon",,Leitrim,"ﾀ115,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2012,"MAIN ST, SHINRONE",,Offaly,"ﾀ270,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2012,"No. 91 Grand Canal Residences, Grand Canal Harbour, Hanover Quay",Dublin 2,Dublin,"ﾀ160,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/01/2012,"Pluckeen, Caherslee, Tralee",,Kerry,"ﾀ98,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2012,"Rahela, Ballyduff, Tralee",,Kerry,"ﾀ80,100.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2012,"Tullyally, Redcastle",,Donegal,"ﾀ300,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"10 Corrain Bhearu, Cois Bhearu, Athy",,Kildare,"ﾀ235,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/01/2012,"10 Lissoran, Ballinspittle",,Cork,"ﾀ99,000.00",Yes,No,New Dwelling house /Apartment,less than 38 sq metres
04/01/2012,"107 Ashbrook, Tom Bellew Avenue, Dundalk",,Louth,"ﾀ77,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"139 Dun na Coiribe, Headford Road, Galway",,Galway,"ﾀ245,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"15 Tobar an Radhairc, Ballybay Road, Carrickmacross",,Monaghan,"ﾀ194,273.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
04/01/2012,"157 Greenacres, Dundalk",,Louth,"ﾀ50,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"16 Kinvara Avenue, Navan Road",Dublin 7,Dublin,"ﾀ230,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"16 TOGHER GROVE, MONASTEREVIN",,Kildare,"ﾀ160,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"16C WILTON MANOR, WILTON COURT, CORK",,Cork,"ﾀ153,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"175 Rosewood, Ballincollig",,Cork,"ﾀ137,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"18 Cuslough, Ballinrobe, Castlebar",,Mayo,"ﾀ105,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
04/01/2012,"19 Roney Point, Courtown  Gorey",,Wexford,"ﾀ94,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"19 Woodbury, Gorey",,Wexford,"ﾀ130,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"3 Mountain View, Sheen Falls",,Kerry,"ﾀ285,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
04/01/2012,"3 Warburton Terrace, Bray",,Wicklow,"ﾀ275,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"32 cedarmount road, mount merrion",,Dublin,"ﾀ401,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"32 YEWLANDS, MARYBOROUGH WOODS, DOUGALS",,Cork,"ﾀ227,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"33 The Walk, Robswall, Malahide",,Dublin,"ﾀ263,436.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/01/2012,"36 Biscayne, Malahide",,Dublin,"ﾀ505,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"39 Na Banta, Ladysbridge",,Cork,"ﾀ180,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/01/2012,"4 Mountain View, Sheen Falls",,Kerry,"ﾀ285,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
04/01/2012,"5 Mountain View, Sheen Falls",,Kerry,"ﾀ285,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
04/01/2012,"50  The Green, Lanesboro",,Longford,"ﾀ53,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"56 Cahercalla Estate, kilrush Road, Ennis",,Clare,"ﾀ85,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"58 SILVERBROOK, MILL ROAD, CORBALLY",,Limerick,"ﾀ181,140.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"6  St. Patrick's Terrace, Portarlington",,Offaly,"ﾀ95,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"6 Woodview Terrace, Derrynane Road, Turners Cross",,Cork,"ﾀ170,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"7 McKelvey Avenue, Finglas",Dublin 11,Dublin,"ﾀ124,950.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"7 Mountain View, Sheen Falls",,Kerry,"ﾀ285,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
04/01/2012,"71 Kylemore, Old Schoolhouse Road, Monaleen  Castletroy",,Limerick,"ﾀ220,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"75 Dromard, Lahinch Road, Ennis",,Clare,"ﾀ195,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"8 Bothar Brugha, Drogheda",,Louth,"ﾀ92,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"9 Mountain View, Sheen Falls",,Kerry,"ﾀ330,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
04/01/2012,"Altashane, Carndonagh",,Donegal,"ﾀ117,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"Ballinacor, Newbridge",,Galway,"ﾀ32,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"Ballyduff, Killavullen, Mallow",,Cork,"ﾀ21,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"Ballythomas, Rathgormack, Carrick-on-Suir",,Waterford,"ﾀ100,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"Barnacurra, Newmarket",,Cork,"ﾀ195,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"Coolock Beg, Ballaghkeen North",,Wexford,"ﾀ65,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"Kilwarden House, Kilwarden, Kinnegad",,Meath,"ﾀ440,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"No 12 Mountain View, Sheen Falls",,Kerry,"ﾀ330,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
04/01/2012,"No. 2 Mountain View, Sheen Falls",,Kerry,"ﾀ305,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
04/01/2012,"No. 22 Avon Court, Ballincollig",,Cork,"ﾀ178,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"Property at Balrath Road, Kells",,Meath,"ﾀ108,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"Rathcahill, Monagea",,Limerick,"ﾀ162,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"rathmore, fourmile house, roscommon",,Roscommon,"ﾀ92,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"Srah, Claremorris",,Mayo,"ﾀ21,666.00",Yes,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"Stormount House, Castleconnell",,Limerick,"ﾀ900,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"Tober  Cloran, Cloneen, Clonmel",,Tipperary,"ﾀ52,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"Uggool, Moycullen",,Galway,"ﾀ120,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"10 Goldsmith Street, Phibsborough",Dublin 7,Dublin,"ﾀ185,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"10 Lacey Square, Cashel",,Tipperary,"ﾀ57,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"10 Old Rectory Park, Dundrum, Dublin 14",,Dublin,"ﾀ390,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"10 Sommerville Avenue, Crumlin",,Dublin,"ﾀ172,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"11 Orby Avenue, The Gallops, Leopardstown",,Dublin,"ﾀ241,409.69",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2012,"143 Carrigmore Crescent, Fortunestown lane, Saggart",,Dublin,"ﾀ90,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"15 Montrose House, Whitestrand Park",,Galway,"ﾀ65,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"16 Bromley Close, Ardkeen Village, Waterford",,Waterford,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"182 St Donaghs Rd, Donaghmede, DUBLIN 13",Dublin 13,Dublin,"ﾀ170,655.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"182 St Donaghs Road, Donaghmede, Dublin 13",Dublin 13,Dublin,"ﾀ170,655.26",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"2 Belfield Court, Martins Lane, Mullingar",,Westmeath,"ﾀ40,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"20 Seanacloc, Tower, Blarney",,Cork,"ﾀ188,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"23 Cluainin, Portlaoise Road, Mountrath",,Laois,"ﾀ51,546.13",Yes,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"27 Cabra Park, Phibsboro",Dublin 11,Dublin,"ﾀ105,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"28 PARKVIEW, SWORDS MANOR, SWORDS",,Dublin,"ﾀ187,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"3 Racehill Hall, Ashbourne",,Meath,"ﾀ251,715.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2012,"3 St Mary's Avenue, Rathfarnham, Dublin 14",,Dublin,"ﾀ205,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"31 (FORMERLY 36) Cabra Park, Phibsboro",Dublin 7,Dublin,"ﾀ120,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"44 Avondale, Trim",,Meath,"ﾀ120,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"46 Carraig Ean, Edenderry",,Offaly,"ﾀ77,246.70",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
05/01/2012,"46 Glencairn Crescent, The Gallops, Lepordstown",,Dublin,"ﾀ330,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"46 The Paddocks Drive, Adamstown",,Dublin,"ﾀ150,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2012,"5 The Paddock, Westport",,Mayo,"ﾀ85,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"55 Ballykeeffe Estate, Limerick",,Limerick,"ﾀ100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"70 Brooklands, Clane",,Kildare,"ﾀ155,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/01/2012,"76 Clidfen Glen, Clifden",,Galway,"ﾀ66,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"79 Lansdowne village, Sandymount, Dublin 4",,Dublin,"ﾀ160,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"84, Sandyhill Gardens, Ballymun",Dublin 11,Dublin,"ﾀ85,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"87 Auburn Heights, Athlone",,Westmeath,"ﾀ109,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"9 Flora View, Boreenmanna Road, Cork City",,Cork,"ﾀ50,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"9 Old Springfield, Mullingar",,Westmeath,"ﾀ30,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"90 Laverna Way, Castleknock",Dublin 15,Dublin,"ﾀ312,775.33",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/01/2012,"Apt 17 Harbour Court, Friars Mill Road, Mullingar",,Wicklow,"ﾀ30,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"Apt 5 Central Park, Bishopsgate Gate Street, Mullingar",,Westmeath,"ﾀ45,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"Apt 8 Central part, Bishopsgate Street, Mullingar",,Westmeath,"ﾀ45,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"Apt 8 The Courtyard, Mount Street, Mullingar",,Westmeath,"ﾀ35,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"Avondale, Roxboro Road, Limerick",,Limerick,"ﾀ85,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"Bog Gate Lodge, Golf Course Road, Westport",,Mayo,"ﾀ285,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"Bracklyn, Delvin",,Westmeath,"ﾀ90,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"Corboggy, Moynalty, Kells",,Meath,"ﾀ50,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"Derrartha Beag, Carraroe",,Galway,"ﾀ50,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"Doonfore, Ballinful",,Sligo,"ﾀ90,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"Dugort East, Achill, Westport",,Mayo,"ﾀ120,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"Gorteenalomane, Skibbereen",,Cork,"ﾀ67,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"Innishcarra, 36 Kings Hill, Westport",,Mayo,"ﾀ110,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"Mullaghamore, Ballyjamesduff",,Cavan,"ﾀ15,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"Rathwire Lower, Killucan",,Westmeath,"ﾀ70,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"Rossa Street, Rosscarbery",,Cork,"ﾀ56,667.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/01/2012,"UPPER ROAD, BALLINACURRA, MIDLETON",,Cork,"ﾀ70,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"1 VANESSA CLOSE, CELBRIDGE",,Kildare,"ﾀ250,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"1 Whitton Road, Terenure, Diblin 6W",Dublin 8,Dublin,"ﾀ415,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"10  Michael O'Regan Place, Tralee",,Kerry,"ﾀ71,005.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"109 Assumption Park, Roscrea",,Tipperary,"ﾀ53,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"11 Slemish Road, Navan Road",,Dublin,"ﾀ345,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"14  14A 15 !5A Love Lane, Castlecomer",,Kilkenny,"ﾀ120,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"14 Brighton Square, Brighton Road",Dublin 18,Dublin,"ﾀ835,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"15 Connawood Green, Old Connaught Avenue, Bray",,Dublin,"ﾀ255,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"15 Yale, Ardilea, Clonskeagh",,Dublin,"ﾀ680,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"151 An Sean Bhaile, Doughiska, Galway",,Galway,"ﾀ95,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"159 Ath Leathan, Racecourse Road, Dundalk",,Louth,"ﾀ290,748.89",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2012,"18 Parkhill, Skehard Road, Blackrock",,Cork,"ﾀ250,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"18 Upper Erne Street, Dublin 2",Dublin 2,Dublin,"ﾀ205,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"180 Woodfield, Scholarstown Road, Rathfarnham",Dublin 16,Dublin,"ﾀ195,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"2 Ard Cuan, Eyeries, Beara",,Cork,"ﾀ170,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2012,"2 Hillhead, Kilmacrennan",,Donegal,"ﾀ110,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"23 Summerfield, Arklow, Co. Wicklow",,Wicklow,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"25 inis chlair, kildysart road, Ennis",,Clare,"ﾀ48,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"251 Nutgrove Avenue, Rathfarnham",,Dublin,"ﾀ175,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"33 rushbrook park, templeogue, dublin 6w",,Dublin,"ﾀ247,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"34 The Pines, Arklow",,Wicklow,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"37 Willowbank, Church Road, Blackrock",,Cork,"ﾀ500,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"4 O'Leary Road, Inchicore, Dublin 8",,Dublin,"ﾀ142,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"4 The Avenue, Liffey Hall, Newbridge",,Kildare,"ﾀ232,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"48 Galtymore Drive, Drimnagh, Dublin 12",,Dublin,"ﾀ90,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"5 Clew Bay Close, Quay Road, Westport",,Mayo,"ﾀ165,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"5 Harbour View, Cobh, Co. Cork",,Cork,"ﾀ60,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"58 Heathervue, Riverstown, Glanmire",,Cork,"ﾀ77,694.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"58A, Arbour Hill",Dublin 7,Dublin,"ﾀ38,751.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"6 beechlawn mews, terenure",,Dublin,"ﾀ182,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"61 Poddle Close, Crumlin",Dublin 12,Dublin,"ﾀ87,725.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"7 Kilmalum Green, Blessington Manor, Blessington",,Kildare,"ﾀ170,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2012,"72 Riverbank, Mulcair Manor, Tipperary North",,Tipperary,"ﾀ207,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"78/78A HYDE SQUARE APTS., 646A 666 SOUTH CIRCULAR RD., DUBLIN 8",Dublin 8,Dublin,"ﾀ185,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2012,"8 St. Patrick's Estate, Ballina",,Mayo,"ﾀ80,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"8 Sutton Court, Dundalk",,Louth,"ﾀ127,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"91 Old Windmill Court, Lower Gerald Griffin Street, Limerick",,Limerick,"ﾀ85,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"95 Ardilaun Heights, Mullingar",,Westmeath,"ﾀ72,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"apt 34 auburn avenue, auburn park, castleknock",,Dublin,"ﾀ180,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"Ballindrimley, Castlerea",,Roscommon,"ﾀ112,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"Ballyarthur Lower, Mitchelstown",,Cork,"ﾀ201,600.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"Ballyownen Ramsfort Park, Creagh, Gorey",,Wexford,"ﾀ110,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"Bryer, Woodview  Douglas Road, Cork",,Cork,"ﾀ591,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"Devon Road, Templeglantine",,Limerick,"ﾀ110,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"Dromena road, dromiskin, dundalk",,Louth,"ﾀ205,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"Drumersee, Swanlinbar",,Cavan,"ﾀ41,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"Garra, Ballyglunin, Tuam",,Kerry,"ﾀ7,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"Garra, Ballyglunin, Tuam",,Galway,"ﾀ7,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"Glounaglough, Rylane",,Cork,"ﾀ50,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"Graystown, Killenaule, Thurles",,Tipperary,"ﾀ51,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"Knockatagglebeg, Kilcummin, Killarney",,Kerry,"ﾀ255,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"Linden House, Droumgarriff, Glengarriff",,Cork,"ﾀ525,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"Maryville, Ardmore",,Waterford,"ﾀ160,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"Melrose, 40  Dalysfort Road, Salthill",,Galway,"ﾀ250,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"No. 13 Acres Grove, Newport",,Mayo,"ﾀ192,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"No. 54 Ashford Court, Grange, Douglas",,Cork,"ﾀ175,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"pollanorman, dolla, nenagh",,Tipperary,"ﾀ109,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"Silver Birch, Droumgarriff, Glengarriff",,Cork,"ﾀ650,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"slavery, Buncrana",,Donegal,"ﾀ200,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"wayside, old bray road, foxrock",Dublin 18,Dublin,"ﾀ475,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2012,"16 WINDMILL ROAD, DROGHEDA",,Louth,"ﾀ51,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/01/2012,"1 Dunmore Holiday Villas, Dunmore East",,Waterford,"ﾀ160,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/01/2012,"1 Griove Street, Roscrea",,Tipperary,"ﾀ36,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/01/2012,"1 River Lane Grove, Shankill",,Dublin,"ﾀ212,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/01/2012,"14 Castlemanor, Billis, Cavan",,Cavan,"ﾀ211,453.74",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/01/2012,"14 Primrose Avenue, Naas, Co Kildare",,Kildare,"ﾀ137,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/01/2012,"15 Glenbrook Park, Delgany",,Wicklow,"ﾀ400,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/01/2012,"18  Ceol na Mara, Cliffoney",,Sligo,"ﾀ125,000.00",No,No,Second-Hand Dwelling house /Apartment,
