Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (ﾀ),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
05/01/2011,"Straduff, Ferbane",,Offaly,"ﾀ90,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"1 Cillna Cailli, Courtyard 4  Clarina Village, Clarina",,Limerick,"ﾀ290,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2011,"1 Glenbrook Hall, Mount Kennedy Town Centre, Newtownmountkennedy",,Wicklow,"ﾀ172,566.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2011,"10 Glen Coille, Dromcollogher",,Limerick,"ﾀ120,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
06/01/2011,"11 Boroimhe Hazel, Swords",,Dublin,"ﾀ425,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"114 Browneshill Wood, Browneshill Road, Carlow",,Carlow,"ﾀ175,330.39",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
06/01/2011,"12 Clonard Park, Sandyford Road, Dundrum",,Dublin,"ﾀ410,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"13 Elm Park, Ballinode, Sligo",,Sligo,"ﾀ188,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"13 Riversdale Court, Monkstown",,Dublin,"ﾀ200,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"15A Riverside Drive, Rathfarnham, Dublin 14",,Dublin,"ﾀ610,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"16 Ocean View, The Quay, Westport",,Mayo,"ﾀ179,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"2 Hawthorn Crescent, Bay Estate, Dundalk",,Louth,"ﾀ165,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"22 Shrewsbury Square, Sandymount",Dublin 4,Dublin,"ﾀ530,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2011,"3 Glenbrook Hall, Mount Kennedy Town Centre, Newtownmountkennedy",,Wicklow,"ﾀ149,557.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2011,"34 Farranlea Park, Model Farm Road",,Cork,"ﾀ200,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"35 Trinity Square, Townsend Street",Dublin 2,Dublin,"ﾀ180,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"4  Parkview Lawns, Clondalkin, Dublin 22",,Dublin,"ﾀ190,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"4 Gelnbrook Hall, Mount Kennedy Town Centre, Newtownmountkennedy",,Wicklow,"ﾀ155,752.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2011,"46 Block E3 Ennis House, Clare Village Clare Hall, Dublin17",,Dublin,"ﾀ158,546.25",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2011,"46 willowbrook lawns, celbridge",,Kildare,"ﾀ188,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"50 The Grove, Millbrook Lawns, Tallaght",,Dublin,"ﾀ223,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"6 Glenbrook Hall, Mount Kennedy Town Centre, Newtownmountkennedy",,Wicklow,"ﾀ190,265.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2011,"6 Masslough Meadow, Ballinakill",,Laois,"ﾀ180,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"7 Glenbrook Hall, Mount Kennedy Town Centre, Newtownmountkennedy",,Wicklow,"ﾀ194,690.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2011,"9 Glenbrook Hall, Mount Kennedy Town Centre, Newtownmountkennedy",,Wicklow,"ﾀ155,752.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/01/2011,"90 St. Attracta's Road, Cabra, Dublin 7",,Dublin,"ﾀ200,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"91 Carysfort Downs, Blackrock",,Dublin,"ﾀ1,000,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"Bettystown Road, Donacarney",,Meath,"ﾀ222,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"Creggameen, Trien, Castlerea",,Roscommon,"ﾀ152,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"Crocknahattina, Bailieborough",,Cavan,"ﾀ90,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"Dooneens, Rylane",,Cork,"ﾀ270,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"Hillview, Crossagalla, Old Cork Road",,Limerick,"ﾀ250,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"Leaffoney, Kilglass, Enniscrone",,Sligo,"ﾀ50,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"Lisagoan, Kingscourt",,Cavan,"ﾀ220,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"Listillion, Letterkenny",,Donegal,"ﾀ95,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"Main Street, Graignamanagh",,Kilkenny,"ﾀ36,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"Meadowlands, Rochestown",,Cork,"ﾀ600,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
06/01/2011,"Meanus, Killorglin",,Kerry,"ﾀ150,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
06/01/2011,"Stripe, Corofin, Tuam",,Galway,"ﾀ280,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
07/01/2011,"1 Abbeycourt, Fr. Russell Road",,Limerick,"ﾀ243,500.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"1 Heather Gardens, Portmarnock",,Dublin,"ﾀ710,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"1 Raheen Crescent, Tallaght",,Dublin,"ﾀ280,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"114 Huntstown Avenue, Clonsilla",,Dublin,"ﾀ205,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"12 Bruach na hAbhann, Maganey, Killeen",,Laois,"ﾀ165,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
07/01/2011,"12 Lein Gardens, Harmonstown",,Dublin,"ﾀ180,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"12 Main Street, Moneygall, Birr",,Offaly,"ﾀ30,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"13 Booterstown Wood, Booterstown Avenue, Booterstown",,Dublin,"ﾀ259,911.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2011,"13 Library Road, Shankill, Co. Dublin.",,Dublin,"ﾀ250,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"15 atlantean, Seaside Cottages, Lahinch Road Kilkee",,Clare,"ﾀ330,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"15 BEECHGROVE, HERONS WOOD, CARRIGALINE",,Cork,"ﾀ100,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"15 Mitchells Court, Kerry Pike, Co. Cork",,Cork,"ﾀ381,057.26",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
07/01/2011,"17 Daneswood, Donnybrook, Douglas",,Cork,"ﾀ190,308.37",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2011,"18 Acorn Way, Wheaton Hall, Drogheda",,Louth,"ﾀ170,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"18 Mount Pleasant Drive, Mount Pleasant, Waterford",,Waterford,"ﾀ215,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"2 Woodstown Way, Knocklyon",Dublin 16,Dublin,"ﾀ325,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"20 Heatherfield, Waterfall",,Cork,"ﾀ640,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"21 Moatfield Park, Artane, Dublin 5",,Dublin,"ﾀ272,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"22 Waterside Court, Waterside, Swords Road",,Dublin,"ﾀ392,775.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2011,"239 Collinswood, Collins Avenue",Dublin 9,Dublin,"ﾀ310,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"24 Comeragh View, Carrick-on-Suir",,Tipperary,"ﾀ100,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"25 Brookville Park, Blackrock, Co. Dublin",,Dublin,"ﾀ453,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"25 Carrowmore Meadows, Carrowmore, Knock",,Mayo,"ﾀ209,868.36",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
07/01/2011,"3 College View, College Road, Cork",,Cork,"ﾀ280,200.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"3 Great Commons, Lusk Village, Lusk",,Dublin,"ﾀ195,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"35 Cherryvale, Bay Estate, Dundalk",,Louth,"ﾀ160,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"36 Old County Road, Crumlin",Dublin 12,Dublin,"ﾀ270,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"38 Hollyville Lawn, Palmerstown",Dublin 20,Dublin,"ﾀ351,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"4 Church Road, Ballinacurra, Midleton",,Cork,"ﾀ138,750.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"4 Peatlands, Broomfield, Midleton",,Cork,"ﾀ220,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"41 Whitebridge Manor, Ballycasheen, Killarney",,Kerry,"ﾀ215,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"43 Cedar Place, The Cedars, Rathingle Swords",,Dublin,"ﾀ154,185.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2011,"43 Holywell Crescent, Sea Road, Kilcoole",,Wicklow,"ﾀ235,780.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2011,"43 MONASTERY AVENUE, MONASTERY HILL, CORK",,Cork,"ﾀ168,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"46 Woodley Park, Kilmacud, Dublin",,Dublin,"ﾀ523,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"46 Woodley Park, Kilmacud, Dublin",,Dublin,"ﾀ523,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"5 Leigh Valley, Ratoath",,Meath,"ﾀ392,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"51  Cedar Place, The Cedars, Rathingle  Swords",,Dublin,"ﾀ179,823.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2011,"56 PRIMROSE HILL, TOWER, BLARNEY",,Cork,"ﾀ170,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"58 fountain court, tralee",,Kerry,"ﾀ109,450.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"61 Walkinstown Park, Walkinstown",Dublin 12,Dublin,"ﾀ210,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"64 East Priory, Navan Road, Dublin 7",Dublin 7,Dublin,"ﾀ297,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"68 castlefield woods, clonsilla",Dublin 15,Dublin,"ﾀ288,750.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"7 Crozon Downs, Sligo",,Sligo,"ﾀ113,333.33",Yes,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"7 Steeplechase Court, Ratoath",,Meath,"ﾀ137,196.56",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
07/01/2011,"8 Park View, Millstreet Town",,Cork,"ﾀ132,158.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2011,"88 Errigal Road, Drimnagh",,Dublin,"ﾀ220,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"91 Bow Bridge Place, Kilmainham, Dublin 8",,Dublin,"ﾀ138,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"92 Drumfinn Road, Ballyfermot",,Dublin,"ﾀ178,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Apartment 1G, Beaumont House, Terenure Road East",Dublin 6,Dublin,"ﾀ195,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Apt 30 The Green, Kensington Lodge  Rochestown Ave, Dun Laoghaire",,Dublin,"ﾀ286,343.60",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2011,"Ardrinane, Annascaul",,Kerry,"ﾀ70,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Ballina, Ballyglunin, Tuam",,Galway,"ﾀ24,042.89",Yes,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"BALLYARRELL, KILLYGORDON",,Donegal,"ﾀ166,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
07/01/2011,"Bessmount House, Enniscorthy",,Wexford,"ﾀ205,787.50",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Bigwood, Mullinavat",,Kilkenny,"ﾀ345,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Broadfield  Ballymore Road, Naas Co. Kildare",,Kildare,"ﾀ363,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"caher road, mungret",,Limerick,"ﾀ310,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Carrigboy, Kilmichael, Macroom",,Cork,"ﾀ155,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Carrowgorm, Killererin, Tuam",,Galway,"ﾀ130,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Cloghans, Ballina",,Mayo,"ﾀ120,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Coach Cottage, Cockle Road, Monasterboice",,Louth,"ﾀ160,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Cormagalva, Newtowncashel",,Longford,"ﾀ85,500.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Dun Mhuire, 3  Clermont Avenue, Belvedere Lawn Douglas",,Cork,"ﾀ315,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Glasshouse, Shinrone, Birr",,Offaly,"ﾀ155,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Graigue Upper, Co. Kilkenny",,Kilkenny,"ﾀ270,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Killyfassy, Mountnugent",,Cavan,"ﾀ67,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Kiltycreevagh, Ballinamuck",,Longford,"ﾀ125,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Lagnagoushee, Ring, Dungarvan",,Waterford,"ﾀ260,500.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Moatfarrell, Edgeworthstown",,Longford,"ﾀ85,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"No 2 Convent View, Ardagh",,Longford,"ﾀ97,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"No. 1 Hillcrest Grove, Drumshanbo",,Leitrim,"ﾀ156,600.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Rathnee, Ballyclough, Mallow",,Cork,"ﾀ125,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2011,"Lisnageeragh, Brosna, Birr",,Offaly,"ﾀ237,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/01/2011,"10 Macregol Park, Birr",,Offaly,"ﾀ136,564.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2011,"1 Garbally Demesne, Cleaghmore, Ballinasloe",,Galway,"ﾀ133,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"1 Rockwell, Schull Road, Ballydehob",,Cork,"ﾀ132,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"110 Laraghcon, Lucan, Co Dublin",,Dublin,"ﾀ460,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"13   The Orchard, Borrisoleigh, Thurles",,Tipperary,"ﾀ105,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
10/01/2011,"134 Belvedere Hills, Mullingar, Co Westmeath",,Westmeath,"ﾀ145,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2011,"134 dolphin road, drimnagh",Dublin 12,Dublin,"ﾀ228,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"16 SEABURY PLACE, MALAHIDE",,Dublin,"ﾀ370,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"160 Bohermore, Galway",,Galway,"ﾀ92,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"175 Forest Hills, Rathcoole",,Dublin,"ﾀ195,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"2 Marian Terrace, Upper Aghada, Midleton",,Cork,"ﾀ119,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"22 St Mary's Road, Midleton",,Cork,"ﾀ330,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"23 Orchard Rise, Carrigaline",,Cork,"ﾀ170,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"28 Weavers Hall, The Gallops",,Dublin,"ﾀ202,643.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2011,"341 Blackhorse Avenue, Dublin 7",,Dublin,"ﾀ423,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"4 cedar grove, firhouse road, templeogue",Dublin 16,Dublin,"ﾀ231,145.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2011,"5 Douglas West, Douglas, Cork",,Cork,"ﾀ91,561.00",Yes,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"56 Steeplechase Hill, Ratoath",,Meath,"ﾀ170,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2011,"62  Blacklion Manor, Blacklion, Greystones",,Wicklow,"ﾀ431,718.06",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2011,"75 Cul Crannagh, Dooradoyle, Limerick",,Limerick,"ﾀ380,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"78 slieve rua drive, stillorgan",,Dublin,"ﾀ400,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"8 The Mall, Cobh",,Cork,"ﾀ135,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"9 Ascail Rois, Carrickmacross",,Monaghan,"ﾀ160,066.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
10/01/2011,"90 Bailis manor, Athlumney, Navan",,Meath,"ﾀ245,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"Apartment 3 Admiralty Lodge, Spanish Point, Milltownmalbay",,Clare,"ﾀ224,670.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2011,"Ardmore, Tinahely",,Wicklow,"ﾀ220,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"Avenue Road, Dundalk",,Louth,"ﾀ555,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"Ballyargus, Redcastle",,Donegal,"ﾀ115,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"Ballyouneen, Lisselton",,Kerry,"ﾀ90,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"Graughill, Pullathomas, Ballina",,Mayo,"ﾀ150,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"Harbour Road, Curraghavarna, Banagher",,Offaly,"ﾀ192,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2011,"Knocka, Drom, Templemore",,Tipperary,"ﾀ195,000.00",No,No,Second-Hand Dwelling house /Apartment,
